1	2
1	3
1	4
5	6
5	7
5	8
5	9
13	14
13	15
16	17
16	18
16	19
16	20
16	21
16	22
16	23
16	24
16	25
16	26
16	27
16	28
16	29
33	34
33	35
33	36
33	37
33	38
33	39
33	40
33	41
33	42
33	43
33	44
33	11
33	45
33	46
33	47
33	48
33	49
33	50
33	51
33	52
33	53
56	57
56	58
56	59
56	60
56	61
56	62
56	63
56	64
65	66
65	67
65	68
65	69
65	70
65	71
65	72
65	73
65	74
65	75
76	77
76	78
80	81
80	82
80	83
80	84
86	87
86	88
86	89
86	90
86	91
86	92
86	93
86	94
86	95
96	97
96	98
96	99
96	100
96	101
96	102
96	103
96	104
96	105
96	106
96	107
96	108
96	109
96	110
96	111
96	112
96	113
114	115
114	116
114	117
114	98
114	118
114	99
114	102
114	119
114	107
114	106
114	120
123	124
123	125
123	126
123	127
123	128
129	130
129	131
129	132
129	133
129	134
129	135
129	136
129	137
129	138
129	139
129	140
129	141
129	142
129	143
129	144
129	145
129	146
129	147
129	148
129	149
129	150
129	151
129	152
129	153
129	154
129	155
129	156
129	157
129	158
129	159
129	160
129	161
129	162
129	163
129	164
129	165
129	166
129	167
129	168
129	169
129	170
129	171
129	172
129	173
129	174
129	175
129	176
129	177
129	178
129	179
129	180
129	181
129	182
129	183
129	184
129	185
129	186
129	187
129	188
129	189
129	190
129	191
129	192
129	193
129	194
129	195
129	196
129	197
129	198
129	199
129	200
129	122
129	201
129	202
129	203
129	204
129	205
129	206
129	207
129	208
129	209
129	210
129	211
129	212
129	213
129	214
129	215
129	216
129	217
129	218
129	219
220	221
220	222
220	223
220	224
220	225
220	226
220	227
220	228
220	229
220	230
220	231
220	232
220	233
